Fund Holdings as of,"10/Mar/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"2633","TAIWAN HIGH SPEED RAIL CORP","Industrials","Equity","304,195.92","0.03","304,195.92","301,000.00","1.01","Taiwan","Taiwan Stock Exchange","TWD"
"189","DONGYUE GROUP LTD","Materials","Equity","304,287.58","0.03","304,287.58","228,000.00","1.33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BJAZ","BANK ALJAZIRA","Financials","Equity","303,427.75","0.03","303,427.75","45,171.00","6.72","Saudi Arabia","Saudi Stock Exchange","SAR"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","Utilities","Equity","301,730.61","0.02","301,730.61","118,502.00","2.55","Brazil","XBSP","BRL"
"CMPC","EMPRESAS CMPC SA","Materials","Equity","301,268.05","0.02","301,268.05","184,458.00","1.63","Chile","Santiago Stock Exchange","CLP"
"PRIO3","PETRO RIO SA","Energy","Equity","300,823.08","0.02","300,823.08","58,844.00","5.11","Brazil","XBSP","BRL"
"4002","AL MOUWASAT MEDICAL SERVICES","Health Care","Equity","300,799.79","0.02","300,799.79","5,234.00","57.47","Saudi Arabia","Saudi Stock Exchange","SAR"
"3998","BOSIDENG INTERNATIONAL LTD","Consumer Discretionary","Equity","297,900.95","0.02","297,900.95","596,000.00","0.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PPC","PUBLIC POWER CORPORATION SA","Utilities","Equity","297,792.75","0.02","297,792.75","36,821.00","8.09","Greece","Athens Exchange S.A. Cash Market","EUR"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","Industrials","Equity","297,730.12","0.02","297,730.12","123,459.00","2.41","Brazil","XBSP","BRL"
"018880","HANON SYSTEMS","Consumer Discretionary","Equity","297,540.04","0.02","297,540.04","31,641.00","9.40","Korea (South)","Korea Exchange (Stock Market)","KRW"
"817","CHINA JINMAO HOLDINGS GROUP LTD","Real Estate","Equity","295,472.09","0.02","295,472.09","992,000.00","0.30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2018","AAC TECHNOLOGIES HOLDINGS INC","Information Technology","Equity","294,858.65","0.02","294,858.65","118,164.00","2.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Utilities","Equity","294,576.83","0.02","294,576.83","35,181.00","8.37","Brazil","XBSP","BRL"
"BRPT","BARITO PACIFIC","Materials","Equity","293,635.29","0.02","293,635.29","4,764,900.00","0.06","Indonesia","Indonesia Stock Exchange","IDR"
"392","BEIJING ENTERPRISES HOLDINGS LTD","Utilities","Equity","292,485.87","0.02","292,485.87","88,000.00","3.32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TOTS3","TOTVS SA","Information Technology","Equity","292,214.67","0.02","292,214.67","45,300.00","6.45","Brazil","XBSP","BRL"
"JOBS","51JOB ADR REPRESENTING INC","Industrials","Equity","291,257.75","0.02","291,257.75","5,215.00","55.85","China","NASDAQ","USD"
"MRF","MRF LTD","Consumer Discretionary","Equity","290,123.96","0.02","290,123.96","331.00","876.51","India","National Stock Exchange Of India","INR"
"271560","ORION CORP","Consumer Staples","Equity","290,015.88","0.02","290,015.88","4,142.00","70.02","Korea (South)","Korea Exchange (Stock Market)","KRW"
"371","BEIJING ENTERPRISES WATER GROUP LT","Utilities","Equity","289,545.68","0.02","289,545.68","750,000.00","0.39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TBS","TIGER BRANDS LTD","Consumer Staples","Equity","288,128.92","0.02","288,128.92","28,503.00","10.11","South Africa","Johannesburg Stock Exchange","ZAR"
"BBSE3","BB SEGURIDADE SA","Financials","Equity","287,902.51","0.02","287,902.51","64,426.00","4.47","Brazil","XBSP","BRL"
"CPS","CYFROWY POLSAT SA","Communication","Equity","286,957.85","0.02","286,957.85","47,135.00","6.09","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"LEGN","LEGEND BIOTECH ADR REP CORP","Health Care","Equity","286,750.00","0.02","286,750.00","7,750.00","37.00","China","NASDAQ","USD"
"GPSC.R","GLOBAL POWER SYNERGY PCL NON-VOTIN","Utilities","Equity","286,380.57","0.02","286,380.57","139,600.00","2.05","Thailand","Stock Exchange Of Thailand","THB"
"TOWR","SARANA MENARA NUSANTARA","Communication","Equity","286,204.13","0.02","286,204.13","3,911,000.00","0.07","Indonesia","Indonesia Stock Exchange","IDR"
"005385","HYUNDAI MOTOR S1 PREF","Consumer Discretionary","Equity","286,073.68","0.02","286,073.68","4,100.00","69.77","Korea (South)","Korea Exchange (Stock Market)","KRW"
"6078","HYGEIA HEALTHCARE HOLDINGS LTD","Health Care","Equity","283,463.30","0.02","283,463.30","58,200.00","4.87","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3993","CHINA MOLYBDENUM LTD H","Materials","Equity","282,742.31","0.02","282,742.31","579,000.00","0.49","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"THB","THB CASH","Cash and/or Derivatives","Cash","282,361.33","0.02","282,361.33","9,359,572.00","3.02","Thailand","-","THB"
"1776","GF SECURITIES LTD H","Financials","Equity","281,821.90","0.02","281,821.90","203,000.00","1.39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TU.R","THAI UNION GROUP NON-VOTING DR PCL","Consumer Staples","Equity","281,293.61","0.02","281,293.61","501,300.00","0.56","Thailand","Stock Exchange Of Thailand","THB"
"HCM","HUTCHMED CHINA ADR LTD","Health Care","Equity","280,969.92","0.02","280,969.92","15,204.00","18.48","China","NASDAQ","USD"
"4013","DR SULAIMAN AL HABIB MEDICAL GRP","Health Care","Equity","280,782.09","0.02","280,782.09","5,865.00","47.87","Saudi Arabia","Saudi Stock Exchange","SAR"
"ZOMATO","ZOMATO LTD","Consumer Discretionary","Equity","280,536.79","0.02","280,536.79","260,418.00","1.08","India","National Stock Exchange Of India","INR"
"ORDS","OOREDOO","Communication","Equity","278,700.45","0.02","278,700.45","137,342.00","2.03","Qatar","Qatar Exchange","QAR"
"SIME","SIME DARBY","Industrials","Equity","278,183.14","0.02","278,183.14","510,948.00","0.54","Malaysia","Bursa Malaysia","MYR"
"1579","YIHAI INTERNATIONAL HOLDING LTD","Consumer Staples","Equity","277,605.91","0.02","277,605.91","89,000.00","3.12","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"8464","NIEN MADE ENTERPRISE LTD","Consumer Discretionary","Equity","277,258.46","0.02","277,258.46","24,000.00","11.55","Taiwan","Taiwan Stock Exchange","TWD"
"HDFCAMC","HDFC ASSET MANAGEMENT COMPANY LTD","Financials","Equity","276,829.14","0.02","276,829.14","9,737.00","28.43","India","National Stock Exchange Of India","INR"
"KCHOL.E","KOC HOLDING A","Industrials","Equity","275,502.56","0.02","275,502.56","131,708.00","2.09","Turkey","Istanbul Stock Exchange","TRY"
"6865","FLAT GLASS GROUP LTD H","Information Technology","Equity","275,356.02","0.02","275,356.02","60,000.00","4.59","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1766","CRRC CORP LTD H","Industrials","Equity","274,967.40","0.02","274,967.40","668,000.00","0.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1359","CHINA CINDA ASSET MANAGEMENT LTD H","Financials","Equity","274,691.28","0.02","274,691.28","1,580,000.00","0.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"096530","SEEGENE INC","Health Care","Equity","274,146.14","0.02","274,146.14","6,100.00","44.94","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"020150","ILJIN MATERIALS","Information Technology","Equity","272,898.27","0.02","272,898.27","3,893.00","70.10","Korea (South)","Korea Exchange (Stock Market)","KRW"
"051915","LG CHEM PREFERRED STOCK LTD","Materials","Equity","272,332.59","0.02","272,332.59","1,299.00","209.65","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ANTM","ANEKA TAMBANG","Materials","Equity","271,145.80","0.02","271,145.80","1,506,600.00","0.18","Indonesia","Indonesia Stock Exchange","IDR"
"137310","SD BIOSENSOR INC","Health Care","Equity","271,023.41","0.02","271,023.41","5,955.00","45.51","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2588","BOC AVIATION LTD","Industrials","Equity","270,700.79","0.02","270,700.79","36,260.00","7.47","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"028670","PAN OCEAN LTD","Industrials","Equity","270,633.24","0.02","270,633.24","46,296.00","5.85","Korea (South)","Korea Exchange (Stock Market)","KRW"
"OSP.R","OSOTSPA PCL NON-VOTING DR","Consumer Staples","Equity","270,167.43","0.02","270,167.43","250,500.00","1.08","Thailand","Stock Exchange Of Thailand","THB"
"696","TRAVELSKY TECHNOLOGY LTD H","Information Technology","Equity","269,925.60","0.02","269,925.60","159,000.00","1.70","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WB","WEIBO ADR REPRESENTING CORP","Communication","Equity","268,864.32","0.02","268,864.32","10,992.00","24.46","China","NASDAQ","USD"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","Information Technology","Equity","268,537.31","0.02","268,537.31","111,500.00","2.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"8210","BUPA ARABIA","Financials","Equity","267,302.63","0.02","267,302.63","6,137.00","43.56","Saudi Arabia","Saudi Stock Exchange","SAR"
"AIRPORT","MALAYSIA AIRPORTS HOLDINGS","Industrials","Equity","267,172.40","0.02","267,172.40","175,920.00","1.52","Malaysia","Bursa Malaysia","MYR"
"1882","HAITIAN INTERNATIONAL LTD","Industrials","Equity","266,949.61","0.02","266,949.61","113,000.00","2.36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"128940","HANMI PHARM LTD","Health Care","Equity","266,973.34","0.02","266,973.34","1,210.00","220.64","Korea (South)","Korea Exchange (Stock Market)","KRW"
"4743","ONENESS BIOTECH LTD","Health Care","Equity","266,676.07","0.02","266,676.07","35,000.00","7.62","Taiwan","Gretai Securities Market","TWD"
"BZFUT","CASH COLLATERAL USD BZFUT","Cash and/or Derivatives","Cash Collateral and Margins","266,000.00","0.02","266,000.00","266,000.00","100.00","United States","-","USD"
"BJC.R","BERLI JUCKER NON-VOTING DR PCL","Consumer Staples","Equity","264,497.32","0.02","264,497.32","252,300.00","1.05","Thailand","Stock Exchange Of Thailand","THB"
"TBIG","TOWER BERSAMA INFRASTRUCTURE","Communication","Equity","263,856.30","0.02","263,856.30","1,294,800.00","0.20","Indonesia","Indonesia Stock Exchange","IDR"
"005940","NH INVESTMENT & SECURITIES LTD","Financials","Equity","263,084.06","0.02","263,084.06","28,345.00","9.28","Korea (South)","Korea Exchange (Stock Market)","KRW"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","Financials","Equity","261,566.19","0.02","261,566.19","40,951.00","6.39","Brazil","XBSP","BRL"
"SITESB.1","TELESITES B-1","Communication","Equity","261,179.56","0.02","261,179.56","215,800.00","1.21","Mexico","Bolsa Mexicana De Valores","MXN"
"TCELL.E","TURKCELL ILETISIM HIZMETLERI A","Communication","Equity","260,860.51","0.02","260,860.51","186,042.00","1.40","Turkey","Istanbul Stock Exchange","TRY"
"1199","COSCO SHIPPING PORTS LTD","Industrials","Equity","260,706.16","0.02","260,706.16","330,000.00","0.79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2050","SAVOLA GROUP","Consumer Staples","Equity","259,778.01","0.02","259,778.01","28,748.00","9.04","Saudi Arabia","Saudi Stock Exchange","SAR"
"PPH","PEPKOR HOLDINGS SHS LTD","Consumer Discretionary","Equity","258,088.09","0.02","258,088.09","191,957.00","1.34","South Africa","Johannesburg Stock Exchange","ZAR"
"IGL","INDRAPRASTHA GAS LTD","Utilities","Equity","257,861.06","0.02","257,861.06","51,320.00","5.02","India","National Stock Exchange Of India","INR"
"123","YUEXIU PROPERTY COMPANY LTD","Real Estate","Equity","257,549.19","0.02","257,549.19","255,998.00","1.01","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6060","ZHONGAN ONLINE P & C INSURANCE COR","Financials","Equity","257,252.70","0.02","257,252.70","84,732.00","3.04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MER","MANILA ELECTRIC","Utilities","Equity","256,209.81","0.02","256,209.81","35,670.00","7.18","Philippines","Philippine Stock Exchange Inc.","PHP"
"1888","KINGBOARD LAMINATES HOLDINGS LTD","Information Technology","Equity","255,977.76","0.02","255,977.76","173,219.00","1.48","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9922","JIUMAOJIU INTERNATIONAL HOLDINGS L","Consumer Discretionary","Equity","255,920.03","0.02","255,920.03","134,000.00","1.91","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PETDAG","PETRONAS DAGANGAN","Energy","Equity","253,604.68","0.02","253,604.68","50,573.00","5.01","Malaysia","Bursa Malaysia","MYR"
"6110","TOPSPORTS INTERNATIONAL HOLDINGS L","Consumer Discretionary","Equity","253,342.88","0.02","253,342.88","270,000.00","0.94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"241560","DOOSAN BOBCAT INC","Industrials","Equity","253,138.69","0.02","253,138.69","8,358.00","30.29","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2128","CHINA LESSO GROUP HOLDINGS LTD","Industrials","Equity","252,202.59","0.02","252,202.59","182,000.00","1.39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4210","SAUDI RESEARCH AND MEDIA GROUP","Communication","Equity","252,219.11","0.02","252,219.11","3,800.00","66.37","Saudi Arabia","Saudi Stock Exchange","SAR"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","251,647.79","0.02","251,647.79","218,000.00","1.15","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3360","FAR EAST HORIZON LTD","Financials","Equity","250,663.46","0.02","250,663.46","298,000.00","0.84","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INKP","INDAH KIAT PULP & PAPER","Materials","Equity","250,423.87","0.02","250,423.87","436,104.00","0.57","Indonesia","Indonesia Stock Exchange","IDR"
"200596","ANHUI GUJING DISTILLERY LTD B","Consumer Staples","Equity","250,138.70","0.02","250,138.70","17,700.00","14.13","China","Shenzhen Stock Exchange","HKD"
"SMGR","SEMEN INDONESIA (PERSERO)","Materials","Equity","247,127.98","0.02","247,127.98","507,768.00","0.49","Indonesia","Indonesia Stock Exchange","IDR"
"763","ZTE CORP H","Information Technology","Equity","245,953.01","0.02","245,953.01","120,400.00","2.04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"008560","MERITZ SECURITIES LTD","Financials","Equity","245,662.54","0.02","245,662.54","53,029.00","4.63","Korea (South)","Korea Exchange (Stock Market)","KRW"
"RLX","RLX TECHNOLOGY AMERICAN DEPOSITARY","Consumer Staples","Equity","245,426.22","0.02","245,426.22","104,883.00","2.34","China","New York Stock Exchange Inc.","USD"
"EGCO.R","ELECTRICITY GENERATING NON-VOTING","Utilities","Equity","244,917.41","0.02","244,917.41","47,200.00","5.19","Thailand","Stock Exchange Of Thailand","THB"
"780","TONGCHENG TRAVEL HOLDINGS LTD","Consumer Discretionary","Equity","244,764.66","0.02","244,764.66","157,200.00","1.56","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2689","NINE DRAGONS PAPER HOLDINGS LTD","Materials","Equity","244,486.49","0.02","244,486.49","274,000.00","0.89","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SAWAD.R","SRISAWAD CORPORATION PCL NON-VOTIN","Financials","Equity","243,614.15","0.02","243,614.15","144,200.00","1.69","Thailand","Stock Exchange Of Thailand","THB"
"AED","AED CASH","Cash and/or Derivatives","Cash","243,486.39","0.02","243,486.39","894,338.00","27.23","United Arab Emirates","-","AED"
"TM","TELEKOM MALAYSIA","Communication","Equity","243,177.41","0.02","243,177.41","206,985.00","1.17","Malaysia","Bursa Malaysia","MYR"
"196170","ALTEOGEN INC","Health Care","Equity","242,718.66","0.02","242,718.66","5,002.00","48.52","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"068760","CELLTRION PHARM INC","Health Care","Equity","242,528.80","0.02","242,528.80","3,169.00","76.53","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"TRUE.R","TRUE CORPORATION NON-VOTING DR PCL","Communication","Equity","241,548.37","0.02","241,548.37","1,614,259.00","0.15","Thailand","Stock Exchange Of Thailand","THB"
"MTC.R","MUANGTHAI CAPITAL ORS NON-VOTING D","Financials","Equity","241,116.22","0.02","241,116.22","153,700.00","1.57","Thailand","Stock Exchange Of Thailand","THB"
"HYPE3","HYPERMARCAS SA","Health Care","Equity","240,907.62","0.02","240,907.62","37,289.00","6.46","Brazil","XBSP","BRL"
"APPC","ADVANCED PETROCHEMICAL","Materials","Equity","240,663.73","0.02","240,663.73","11,575.00","20.79","Saudi Arabia","Saudi Stock Exchange","SAR"
"2357","AVICHINA INDUSTRY & TECHNOLOGY LTD","Industrials","Equity","240,457.14","0.02","240,457.14","450,000.00","0.53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"754","HOPSON DEVELOPMENT HOLDINGS LTD","Real Estate","Equity","238,687.57","0.02","238,687.57","126,330.00","1.89","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AMBANK","AMMB HOLDINGS","Financials","Equity","237,653.16","0.02","237,653.16","296,200.00","0.80","Malaysia","Bursa Malaysia","MYR"
"SISE.E","TURKIYE SISE VE CAM FABRIKALARI A","Industrials","Equity","237,420.79","0.02","237,420.79","267,369.00","0.89","Turkey","Istanbul Stock Exchange","TRY"
"QFIN","360 DIGITECH ADR INC","Financials","Equity","236,383.56","0.02","236,383.56","14,811.00","15.96","China","NASDAQ","USD"
"GCARSOA1","GRUPO CARSO SERIES A1","Industrials","Equity","236,053.27","0.02","236,053.27","77,110.00","3.06","Mexico","Bolsa Mexicana De Valores","MXN"
"KTB.R","KRUNG THAI BANK PUBLIC NON-VOTING","Financials","Equity","235,997.28","0.02","235,997.28","575,200.00","0.41","Thailand","Stock Exchange Of Thailand","THB"
"2607","SHANGHAI PHARMACEUTICALS HOLDING L","Health Care","Equity","234,710.71","0.02","234,710.71","131,900.00","1.78","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3759","PHARMARON BEIJING LTD H","Health Care","Equity","232,229.69","0.02","232,229.69","22,400.00","10.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"8454","MOMO COM INC","Consumer Discretionary","Equity","232,106.95","0.02","232,106.95","7,000.00","33.16","Taiwan","Taiwan Stock Exchange","TWD"
"2869","GREENTOWN SERVICE GROUP LTD","Real Estate","Equity","231,513.82","0.02","231,513.82","264,000.00","0.88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WPRTS","WESTPORTS HOLDINGSINARY","Industrials","Equity","230,249.66","0.02","230,249.66","249,800.00","0.92","Malaysia","Bursa Malaysia","MYR"
"2060","NATIONAL INDUSTRIALIZATION","Materials","Equity","229,594.35","0.02","229,594.35","37,126.00","6.18","Saudi Arabia","Saudi Stock Exchange","SAR"
"6818","CHINA EVERBRIGHT BANK LTD H","Financials","Equity","227,945.95","0.02","227,945.95","617,000.00","0.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AKBNK.E","AKBANK A","Financials","Equity","227,720.11","0.02","227,720.11","482,116.00","0.47","Turkey","Istanbul Stock Exchange","TRY"
"3900","GREENTOWN CHINA LTD","Real Estate","Equity","227,010.20","0.02","227,010.20","155,500.00","1.46","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"753","AIR CHINA LTD H","Industrials","Equity","226,957.79","0.02","226,957.79","330,000.00","0.69","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2250","SAUDI INDUSTRIAL INVESTMENT GROUP","Materials","Equity","226,044.02","0.02","226,044.02","23,523.00","9.61","Saudi Arabia","Saudi Stock Exchange","SAR"
"078930","GS HOLDINGS","Energy","Equity","225,608.47","0.02","225,608.47","6,859.00","32.89","Korea (South)","Korea Exchange (Stock Market)","KRW"
"576","ZHEJIANG EXPRESSWAY LTD H","Industrials","Equity","224,856.19","0.02","224,856.19","252,000.00","0.89","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1898","CHINA COAL ENERGY LTD H","Energy","Equity","222,954.01","0.02","222,954.01","338,000.00","0.66","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GRUPOSURA","GRUPO DE INVERSIONES SURAMERICANA","Financials","Equity","220,699.58","0.02","220,699.58","26,129.00","8.45","Colombia","Bolsa De Valores De Colombia","COP"
"QL","QL RESOURCES","Consumer Staples","Equity","218,911.71","0.02","218,911.71","197,150.00","1.11","Malaysia","Bursa Malaysia","MYR"
"853","MICROPORT SCIENTIFIC CORP","Health Care","Equity","215,171.43","0.02","215,171.43","105,200.00","2.05","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TIMS3","TIM SA","Communication","Equity","215,019.35","0.02","215,019.35","85,781.00","2.51","Brazil","XBSP","BRL"
"1833","PING AN HEALTHCARE AND TECHNOLOGY","Consumer Discretionary","Equity","214,706.11","0.02","214,706.11","79,600.00","2.70","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HLFG","HONG LEONG FINANCIAL GROUP","Financials","Equity","214,588.43","0.02","214,588.43","46,707.00","4.59","Malaysia","Bursa Malaysia","MYR"
"900926","SHANGHAI BAOSIGHT SOFTWARE LTD B","Information Technology","Equity","214,164.90","0.02","214,164.90","54,900.00","3.90","China","Shanghai Stock Exchange","USD"
"CUERVO*","BECLE SA DE CV","Consumer Staples","Equity","213,936.07","0.02","213,936.07","96,400.00","2.22","Mexico","Bolsa Mexicana De Valores","MXN"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","Utilities","Equity","212,537.01","0.02","212,537.01","30,953.00","6.87","Brazil","XBSP","BRL"
"GLO","GLOBE TEL INC","Communication","Equity","212,309.29","0.02","212,309.29","4,305.00","49.32","Philippines","Philippine Stock Exchange Inc.","PHP"
"OPL","ORANGE POLSKA SA","Communication","Equity","212,134.81","0.02","212,134.81","124,311.00","1.71","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"030000","CHEIL WORLDWIDE INC","Communication","Equity","211,270.67","0.02","211,270.67","11,482.00","18.40","Korea (South)","Korea Exchange (Stock Market)","KRW"
"017670","SK TELECOM LTD","Communication","Equity","206,095.66","0.02","206,095.66","4,441.00","46.41","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1951","JINXIN FERTILITY GROUP LTD","Health Care","Equity","205,813.92","0.02","205,813.92","200,000.00","1.03","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MOMO","HELLO GROUP ADR INC","Communication","Equity","204,584.40","0.02","204,584.40","26,919.00","7.60","China","NASDAQ","USD"
"570","CHINA TRADITIONAL CHI MEDICINE CO","Health Care","Equity","204,214.46","0.02","204,214.46","399,372.00","0.51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4300","DAR AL ARKAN REAL ESTATE DEVELOPME","Real Estate","Equity","203,475.39","0.02","203,475.39","67,792.00","3.00","Saudi Arabia","Saudi Stock Exchange","SAR"
"1995","CIFI EVER SUNSHINE SERVICES GROUP","Real Estate","Equity","202,081.15","0.02","202,081.15","130,000.00","1.55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AWC.R","ASSET WORLD CORP PCL NON-VOTING DR","Consumer Discretionary","Equity","201,265.50","0.02","201,265.50","1,367,100.00","0.15","Thailand","Stock Exchange Of Thailand","THB"
"177","JIANGSU EXPRESSWAY LTD H","Industrials","Equity","200,383.50","0.02","200,383.50","194,000.00","1.03","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2208","XINJIANG GOLDWIND SCIENCE AND TECH","Industrials","Equity","199,114.77","0.02","199,114.77","128,940.00","1.54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000060","MERITZ FIRE & MARINE INSURANCE LTD","Financials","Equity","198,055.12","0.02","198,055.12","6,683.00","29.64","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MONET","MONETA MONEY BNK","Financials","Equity","197,066.60","0.02","197,066.60","54,687.00","3.60","Czech Republic","Prague Stock Exchange","CZK"
"3347","HANGZHOU TIGERMED CONSULTING LTD H","Health Care","Equity","196,846.32","0.02","196,846.32","20,600.00","9.56","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1208","MMG LTD","Materials","Equity","196,415.51","0.02","196,415.51","528,000.00","0.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"220","UNI-PRESIDENT LTD","Consumer Staples","Equity","193,045.37","0.02","193,045.37","223,721.00","0.86","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"035760","CJ ENM LTD","Communication","Equity","192,942.80","0.02","192,942.80","1,866.00","103.40","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"285130","SK CHEMICALS LTD","Materials","Equity","192,318.34","0.02","192,318.34","1,985.00","96.89","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BRFS3","BRF BRASIL FOODS SA","Consumer Staples","Equity","191,645.15","0.02","191,645.15","60,838.00","3.15","Brazil","XBSP","BRL"
"BAM.R","BANGKOK COMMERCIAL ASSET MANAGEMEN","Financials","Equity","190,646.35","0.02","190,646.35","299,500.00","0.64","Thailand","Stock Exchange Of Thailand","THB"
"552","CHINA COMMUNICATIONS SERVICES CORP","Industrials","Equity","190,425.18","0.02","190,425.18","366,000.00","0.52","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2380","RABIGH REFINING AND PETROCHEMICAL","Energy","Equity","190,126.27","0.02","190,126.27","26,466.00","7.18","Saudi Arabia","Saudi Stock Exchange","SAR"
"694","BEIJING CAPITAL INTERNATIONAL AIRP","Industrials","Equity","189,849.92","0.02","189,849.92","312,000.00","0.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"INTP","INDOCEMENT TUNGGAL PRAKARSA","Materials","Equity","189,272.36","0.02","189,272.36","252,599.00","0.75","Indonesia","Indonesia Stock Exchange","IDR"
"FROTO.E","FORD OTOMOTIV SANAYI A","Consumer Discretionary","Equity","189,086.54","0.02","189,086.54","11,799.00","16.03","Turkey","Istanbul Stock Exchange","TRY"
"2669","CHINA OVERSEAS PROPERTY HOLDINGS L","Real Estate","Equity","187,539.95","0.02","187,539.95","185,000.00","1.01","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ACEN","AC ENERGY CORPORATION CORP","Utilities","Equity","187,234.44","0.02","187,234.44","1,199,600.00","0.16","Philippines","Philippine Stock Exchange Inc.","PHP"
"7030","MOBILE TELECOMMUNICATIONS","Communication","Equity","183,125.24","0.02","183,125.24","52,124.00","3.51","Saudi Arabia","Saudi Stock Exchange","SAR"
"CCU","COMPANIA CERVECERIAS UNIDAS SA","Consumer Staples","Equity","182,355.50","0.02","182,355.50","25,558.00","7.13","Chile","Santiago Stock Exchange","CLP"
"RATCH.R","RATCH GROUP PCL NON-VOTING DR","Utilities","Equity","182,321.44","0.02","182,321.44","134,300.00","1.36","Thailand","Stock Exchange Of Thailand","THB"
"1787","SHANDONG GOLD MINING LTD H","Materials","Equity","181,864.09","0.02","181,864.09","92,500.00","1.97","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"UGPA3","ULTRAPAR PARTICIPOES SA","Energy","Equity","181,432.80","0.02","181,432.80","70,543.00","2.57","Brazil","XBSP","BRL"
"152","SHENZHEN INTERNATIONAL HOLDINGS LT","Industrials","Equity","181,210.16","0.01","181,210.16","183,144.00","0.99","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"631","SANY HEAVY EQUIPMENT INTERNATIONAL","Industrials","Equity","181,090.69","0.01","181,090.69","180,000.00","1.01","China","Hong Kong Exchanges And Clearing Ltd","HKD"
