Fund Holdings as of,"10/Mar/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"998","CHINA CITIC BANK CORP LTD H","Financials","Equity","710,592.13","0.06","710,592.13","1,539,800.00","0.46","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4904","FAR EASTONE TELECOMMUNICATIONS LTD","Communication","Equity","708,397.74","0.06","708,397.74","273,975.00","2.59","Taiwan","Taiwan Stock Exchange","TWD"
"SRF","SRF LTD","Materials","Equity","708,150.71","0.06","708,150.71","23,651.00","29.94","India","National Stock Exchange Of India","INR"
"BVT","BIDVEST GROUP LTD","Industrials","Equity","706,688.36","0.06","706,688.36","49,970.00","14.14","South Africa","Johannesburg Stock Exchange","ZAR"
"BBNI","BANK NEGARA INDONESIA","Financials","Equity","706,305.39","0.06","706,305.39","1,297,240.00","0.54","Indonesia","Indonesia Stock Exchange","IDR"
"OMU","OLD MUTUAL LIMITED LTD","Financials","Equity","701,640.45","0.06","701,640.45","835,382.00","0.84","South Africa","Johannesburg Stock Exchange","ZAR"
"DIB","DB ISLAMIC BANK","Financials","Equity","700,712.72","0.06","700,712.72","424,012.00","1.65","United Arab Emirates","Dubai Financial Market","AED"
"AGLTY","THE PUBLIC WAREHOUSING (AGILITY)","Industrials","Equity","694,601.32","0.06","694,601.32","205,537.00","3.38","Kuwait","Kuwait Stock Exchange","KWD"
"1801","INNOVENT BIOLOGICS INC","Health Care","Equity","693,529.01","0.06","693,529.01","198,000.00","3.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RENT3","LOCALIZA RENT A CAR SA","Industrials","Equity","681,969.33","0.06","681,969.33","62,557.00","10.90","Brazil","XBSP","BRL"
"270","GUANGDONG INVESTMENT LTD","Utilities","Equity","679,385.37","0.06","679,385.37","512,000.00","1.33","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"5347","VANGUARD INTERNATIONAL SEMICONDUCT","Information Technology","Equity","677,978.06","0.06","677,978.06","155,000.00","4.37","Taiwan","Gretai Securities Market","TWD"
"MPHC","MESAIEED PETROCHEMICAL HOLDING","Materials","Equity","675,350.49","0.06","675,350.49","816,553.00","0.83","Qatar","Qatar Exchange","QAR"
"BEKE","KE HOLDINGS ADR REPRESENTING INC","Real Estate","Equity","670,439.00","0.06","670,439.00","60,949.00","11.00","China","New York Stock Exchange Inc.","USD"
"BPCL","BHARAT PETROLEUM LTD","Energy","Equity","669,505.54","0.06","669,505.54","146,380.00","4.57","India","National Stock Exchange Of India","INR"
"010130","KOREA ZINC INC","Materials","Equity","668,985.96","0.06","668,985.96","1,434.00","466.52","Korea (South)","Korea Exchange (Stock Market)","KRW"
"8046","NAN YA PRINTED CIRCUIT BOARD CORP","Information Technology","Equity","668,206.99","0.06","668,206.99","38,000.00","17.58","Taiwan","Taiwan Stock Exchange","TWD"
"003490","KOREAN AIR LINES LTD","Industrials","Equity","667,260.33","0.06","667,260.33","29,375.00","22.72","Korea (South)","Korea Exchange (Stock Market)","KRW"
"HTO","HELLENIC TELECOMMUNICATIONS ORGANI","Communication","Equity","665,750.33","0.06","665,750.33","37,297.00","17.85","Greece","Athens Exchange S.A. Cash Market","EUR"
"8069","E INK HOLDINGS INC","Information Technology","Equity","665,420.30","0.06","665,420.30","144,000.00","4.62","Taiwan","Gretai Securities Market","TWD"
"2615","WAN HAI LINES LTD","Industrials","Equity","664,933.51","0.05","664,933.51","106,800.00","6.23","Taiwan","Taiwan Stock Exchange","TWD"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Financials","Equity","662,611.55","0.05","662,611.55","397,529.00","1.67","Mexico","Bolsa Mexicana De Valores","MXN"
"402340","SK SQUARE LTD","Information Technology","Equity","660,153.63","0.05","660,153.63","15,623.00","42.26","Korea (South)","Korea Exchange (Stock Market)","KRW"
"GGBR4","GERDAU PREF SA","Materials","Equity","659,754.89","0.05","659,754.89","110,374.00","5.98","Brazil","XBSP","BRL"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","655,855.76","0.05","655,855.76","34,477.00","19.02","Mexico","Bolsa Mexicana De Valores","MXN"
"HAVELLS","HAVELLS INDIA LTD","Industrials","Equity","648,421.96","0.05","648,421.96","43,875.00","14.78","India","National Stock Exchange Of India","INR"
"EA.R","ENERGY ABSOLUTE NON-VOTING DR PCL","Utilities","Equity","647,331.62","0.05","647,331.62","251,700.00","2.57","Thailand","Stock Exchange Of Thailand","THB"
"EXX","EXXARO RESOURCES LTD","Energy","Equity","645,299.80","0.05","645,299.80","46,077.00","14.00","South Africa","Johannesburg Stock Exchange","ZAR"
"WHL","WOOLWORTHS HOLDING LTD","Consumer Discretionary","Equity","643,729.07","0.05","643,729.07","176,955.00","3.64","South Africa","Johannesburg Stock Exchange","ZAR"
"2474","CATCHER TECHNOLOGY LTD","Information Technology","Equity","642,726.52","0.05","642,726.52","124,799.00","5.15","Taiwan","Taiwan Stock Exchange","TWD"
"6505","FORMOSA PETROCHEMICAL CORP","Energy","Equity","641,371.27","0.05","641,371.27","185,533.00","3.46","Taiwan","Taiwan Stock Exchange","TWD"
"6186","CHINA FEIHE LTD","Consumer Staples","Equity","640,457.14","0.05","640,457.14","617,000.00","1.04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2324","COMPAL ELECTRONICS INC","Information Technology","Equity","639,503.83","0.05","639,503.83","705,420.00","0.91","Taiwan","Taiwan Stock Exchange","TWD"
"COALINDIA","COAL INDIA LTD","Energy","Equity","638,070.90","0.05","638,070.90","272,076.00","2.35","India","National Stock Exchange Of India","INR"
"135","KUNLUN ENERGY LTD","Utilities","Equity","634,142.10","0.05","634,142.10","674,000.00","0.94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Financials","Equity","634,091.67","0.05","634,091.67","72,167.00","8.79","India","National Stock Exchange Of India","INR"
"322","TINGYI (CAYMAN ISLANDS) HOLDINGS C","Consumer Staples","Equity","630,542.27","0.05","630,542.27","336,000.00","1.88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2377","MICRO-STAR INTERNATIONAL LTD","Information Technology","Equity","629,814.81","0.05","629,814.81","121,460.00","5.19","Taiwan","Taiwan Stock Exchange","TWD"
"034220","LG DISPLAY LTD","Information Technology","Equity","628,508.53","0.05","628,508.53","41,062.00","15.31","Korea (South)","Korea Exchange (Stock Market)","KRW"
"009830","HANWHA SOLUTIONS CORP","Materials","Equity","627,712.27","0.05","627,712.27","21,298.00","29.47","Korea (South)","Korea Exchange (Stock Market)","KRW"
"028050","SAMSUNG ENGINEERING LTD","Industrials","Equity","621,840.83","0.05","621,840.83","29,376.00","21.17","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ICICIGI","ICICI LOMBARD GENERAL INSURANCE CO","Financials","Equity","621,644.27","0.05","621,644.27","37,642.00","16.51","India","National Stock Exchange Of India","INR"
"2202","CHINA VANKE LTD H","Real Estate","Equity","617,595.17","0.05","617,595.17","292,800.00","2.11","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"352820","HYBE LTD","Communication","Equity","617,451.66","0.05","617,451.66","2,661.00","232.04","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BEL","BHARAT ELECTRONICS LTD","Industrials","Equity","614,089.49","0.05","614,089.49","216,185.00","2.84","India","National Stock Exchange Of India","INR"
"BILI","BILIBILI AMERICAN DEPOSITARY SHARE","Communication","Equity","610,660.56","0.05","610,660.56","28,167.00","21.68","China","NASDAQ","USD"
"MRP","MR PRICE GROUP LTD","Consumer Discretionary","Equity","610,452.71","0.05","610,452.71","45,987.00","13.27","South Africa","Johannesburg Stock Exchange","ZAR"
"881","ZHONGSHENG GROUP HOLDINGS LTD","Consumer Discretionary","Equity","609,728.93","0.05","609,728.93","96,846.00","6.30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"066970","L&F LTD","Information Technology","Equity","607,160.59","0.05","607,160.59","3,850.00","157.70","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"1140","BANK ALBILAD","Financials","Equity","603,259.50","0.05","603,259.50","39,704.00","15.19","Saudi Arabia","Saudi Stock Exchange","SAR"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","600,557.36","0.05","600,557.36","19,746.00","30.41","India","National Stock Exchange Of India","INR"
"2344","WINBOND ELECTRONICS CORP","Information Technology","Equity","599,068.75","0.05","599,068.75","510,000.00","1.17","Taiwan","Taiwan Stock Exchange","TWD"
"323410","KAKAOBANK CORP","Financials","Equity","593,598.45","0.05","593,598.45","15,142.00","39.20","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BBAS3","BANCO DO BRASIL SA","Financials","Equity","593,283.89","0.05","593,283.89","87,873.00","6.75","Brazil","XBSP","BRL"
"LU","LUFAX HLDG AMERICAN DEPOSITARY SH","Financials","Equity","592,010.16","0.05","592,010.16","100,682.00","5.88","China","New York Stock Exchange Inc.","USD"
"2347","SYNNEX TECHNOLOGY INTERNATIONAL CO","Information Technology","Equity","590,880.28","0.05","590,880.28","229,150.00","2.58","Taiwan","Taiwan Stock Exchange","TWD"
"MINDTREE","MINDTREE LTD","Information Technology","Equity","583,672.36","0.05","583,672.36","10,893.00","53.58","India","National Stock Exchange Of India","INR"
"BPI","BANK OF THE PHILIPPINE ISLANDS","Financials","Equity","581,237.33","0.05","581,237.33","319,084.00","1.82","Philippines","Philippine Stock Exchange Inc.","PHP"
"MDKA","MERDEKA COPPER GOLD","Materials","Equity","581,244.61","0.05","581,244.61","1,890,700.00","0.31","Indonesia","Indonesia Stock Exchange","IDR"
"1772","GANFENG LITHIUM LTD H","Materials","Equity","580,471.97","0.05","580,471.97","43,000.00","13.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1102","ASIA CEMENT CORP","Materials","Equity","579,567.34","0.05","579,567.34","353,717.00","1.64","Taiwan","Taiwan Stock Exchange","TWD"
"FUNO11","FIBRA UNO ADMINISTRACION REIT SA","Real Estate","Equity","577,423.52","0.05","577,423.52","555,737.00","1.04","Mexico","Bolsa Mexicana De Valores","MXN"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materials","Equity","576,437.02","0.05","576,437.02","246,759.00","2.34","Turkey","Istanbul Stock Exchange","TRY"
"BOUBYAN","BOUBYAN BANK","Financials","Equity","572,754.89","0.05","572,754.89","186,176.00","3.08","Kuwait","Kuwait Stock Exchange","KWD"
"3702","WPG HOLDINGS LTD","Information Technology","Equity","569,881.41","0.05","569,881.41","282,440.00","2.02","Taiwan","Taiwan Stock Exchange","TWD"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD","Consumer Staples","Equity","569,592.96","0.05","569,592.96","61,142.00","9.32","India","National Stock Exchange Of India","INR"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","566,209.37","0.05","566,209.37","339,700.00","1.67","Thailand","Stock Exchange Of Thailand","THB"
"MCG","MULTICHOICE GROUP LTD","Communication","Equity","563,476.21","0.05","563,476.21","66,302.00","8.50","South Africa","Johannesburg Stock Exchange","ZAR"
"032830","SAMSUNG LIFE LTD","Financials","Equity","562,637.57","0.05","562,637.57","11,634.00","48.36","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1193","CHINA RESOURCES GAS GROUP LTD","Utilities","Equity","561,910.36","0.05","561,910.36","148,000.00","3.80","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MPHASIS","MPHASIS LTD","Information Technology","Equity","560,274.80","0.05","560,274.80","13,352.00","41.96","India","National Stock Exchange Of India","INR"
"MARICO","MARICO LTD","Consumer Staples","Equity","559,382.54","0.05","559,382.54","85,231.00","6.56","India","National Stock Exchange Of India","INR"
"PTTGC.R","PTT GLOBAL CHEMICAL NON-VOTING DR","Materials","Equity","558,656.01","0.05","558,656.01","370,361.00","1.51","Thailand","Stock Exchange Of Thailand","THB"
"MCDOWELL.N","UNITED SPIRITS LTD","Consumer Staples","Equity","558,486.69","0.05","558,486.69","50,340.00","11.09","India","National Stock Exchange Of India","INR"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Consumer Discretionary","Equity","556,313.58","0.05","556,313.58","77,481.00","7.18","China","New York Stock Exchange Inc.","USD"
"BSANTANDER","BANCO SANTANDER CHILE","Financials","Equity","555,654.98","0.05","555,654.98","10,943,999.00","0.05","Chile","Santiago Stock Exchange","CLP"
"HLBANK","HONG LEONG BANK","Financials","Equity","554,558.26","0.05","554,558.26","115,196.00","4.81","Malaysia","Bursa Malaysia","MYR"
"JGS","JG SUMMIT HOLDINGS INC","Industrials","Equity","553,573.91","0.05","553,573.91","507,386.00","1.09","Philippines","Philippine Stock Exchange Inc.","PHP"
"MINT.R","MINOR INTERNATIONAL PUBLIC NON-VOT","Consumer Discretionary","Equity","552,985.14","0.05","552,985.14","596,100.00","0.93","Thailand","Stock Exchange Of Thailand","THB"
"SHREECEM","SHREE CEMENT LTD","Materials","Equity","548,067.34","0.05","548,067.34","1,884.00","290.91","India","National Stock Exchange Of India","INR"
"3105","WIN SEMICONDUCTORS CORP","Information Technology","Equity","547,168.56","0.05","547,168.56","52,493.00","10.42","Taiwan","Gretai Securities Market","TWD"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","Information Technology","Equity","545,531.34","0.05","545,531.34","53,500.00","10.20","Thailand","Stock Exchange Of Thailand","THB"
"000720","HYUNDAI ENGINEERING & CONSTRUCTION","Industrials","Equity","543,929.37","0.04","543,929.37","13,875.00","39.20","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2408","NANYA TECHNOLOGY CORP","Information Technology","Equity","543,818.12","0.04","543,818.12","201,000.00","2.71","Taiwan","Taiwan Stock Exchange","TWD"
"010950","S-OIL CORP","Energy","Equity","539,935.52","0.04","539,935.52","7,519.00","71.81","Korea (South)","Korea Exchange (Stock Market)","KRW"
"247540","ECOPRO BM LTD","Industrials","Equity","538,547.77","0.04","538,547.77","1,841.00","292.53","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"DLF","DLF LTD","Real Estate","Equity","537,192.15","0.04","537,192.15","115,580.00","4.65","India","National Stock Exchange Of India","INR"
"BPAC11","BCO BTG PACTUAL UNT SA","Financials","Equity","537,049.48","0.04","537,049.48","110,984.00","4.84","Brazil","XBSP","BRL"
"1816","CGN POWER LTD H","Utilities","Equity","536,771.66","0.04","536,771.66","1,953,000.00","0.27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GDS","GDS HOLDINGS LIMITED ADR REPRESENT","Information Technology","Equity","536,143.96","0.04","536,143.96","15,572.00","34.43","China","NASDAQ","USD"
"PETGAS","PETRONAS GAS","Utilities","Equity","535,158.12","0.04","535,158.12","130,297.00","4.11","Malaysia","Bursa Malaysia","MYR"
"3908","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","535,113.39","0.04","535,113.39","246,234.00","2.17","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"DIGI","DIGI.COM","Communication","Equity","535,090.94","0.04","535,090.94","567,298.00","0.94","Malaysia","Bursa Malaysia","MYR"
"2290","YANBU NATIONAL PETROCHEMICALS","Materials","Equity","532,944.16","0.04","532,944.16","28,562.00","18.66","Saudi Arabia","Saudi Stock Exchange","SAR"
"1402","FAR EASTERN NEW CENTURY CORP","Industrials","Equity","531,228.75","0.04","531,228.75","498,669.00","1.07","Taiwan","Taiwan Stock Exchange","TWD"
"1066","SHANDONG WEIGAO GP MEDICAL POLYMER","Health Care","Equity","529,776.29","0.04","529,776.29","426,800.00","1.24","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADRO","ADARO ENERGY TBK","Energy","Equity","529,304.76","0.04","529,304.76","2,536,400.00","0.21","Indonesia","Indonesia Stock Exchange","IDR"
"1044","HENGAN INTERNATIONAL GROUP LTD","Consumer Staples","Equity","528,999.05","0.04","528,999.05","105,565.00","5.01","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"COPEC","EMPRESAS COPEC SA","Energy","Equity","528,767.19","0.04","528,767.19","64,456.00","8.20","Chile","Santiago Stock Exchange","CLP"
"BAJAJ.AUTO","BAJAJ AUTO LTD","Consumer Discretionary","Equity","525,338.91","0.04","525,338.91","11,713.00","44.85","India","National Stock Exchange Of India","INR"
"GAIL","GAIL INDIA LTD","Utilities","Equity","523,772.39","0.04","523,772.39","270,959.00","1.93","India","National Stock Exchange Of India","INR"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Equity","521,242.15","0.04","521,242.15","210,159.00","2.48","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"6409","VOLTRONIC POWER TECHNOLOGY CORP","Industrials","Equity","518,536.81","0.04","518,536.81","10,000.00","51.85","Taiwan","Taiwan Stock Exchange","TWD"
"GRT","GROWTHPOINT PROP LTD SHS","Real Estate","Equity","516,754.35","0.04","516,754.35","612,832.00","0.84","South Africa","Johannesburg Stock Exchange","ZAR"
"021240","COWAY LTD","Consumer Discretionary","Equity","515,795.64","0.04","515,795.64","9,155.00","56.34","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PAGEIND","PAGE INDUSTRIES LTD","Consumer Discretionary","Equity","513,144.95","0.04","513,144.95","955.00","537.32","India","National Stock Exchange Of India","INR"
"9921","GIANT MANUFACTURING LTD","Consumer Discretionary","Equity","512,013.83","0.04","512,013.83","50,052.00","10.23","Taiwan","Taiwan Stock Exchange","TWD"
"ADNOCDIST","ABU DHABI NATIONAL OIL COMPANY FOR","Consumer Discretionary","Equity","510,440.08","0.04","510,440.08","455,066.00","1.12","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"BCOLOMBIA","BANCOLOMBIA SA","Financials","Equity","509,944.21","0.04","509,944.21","49,082.00","10.39","Colombia","Bolsa De Valores De Colombia","COP"
"IOC","INDIAN OIL CORP LTD","Energy","Equity","508,023.29","0.04","508,023.29","320,502.00","1.59","India","National Stock Exchange Of India","INR"
"1099","SINOPHARM GROUP LTD H","Health Care","Equity","507,591.85","0.04","507,591.85","214,400.00","2.37","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BBDC3","BANCO BRADESCO SA","Financials","Equity","507,012.51","0.04","507,012.51","148,967.00","3.40","Brazil","XBSP","BRL"
"2310","SAHARA INTERNATIONAL PETROCHEMICAL","Materials","Equity","506,875.38","0.04","506,875.38","38,807.00","13.06","Saudi Arabia","Saudi Stock Exchange","SAR"
"2380","CHINA POWER INTERNATIONAL DEVELOPM","Utilities","Equity","506,562.81","0.04","506,562.81","839,542.00","0.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2338","WEICHAI POWER LTD H","Industrials","Equity","506,099.76","0.04","506,099.76","337,800.00","1.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"KIO","KUMBA IRON ORE LTD","Materials","Equity","505,853.20","0.04","505,853.20","11,888.00","42.55","South Africa","Johannesburg Stock Exchange","ZAR"
"009540","KOREA SHIPBUILDING AND OFFSHORE EN","Industrials","Equity","505,636.48","0.04","505,636.48","6,780.00","74.58","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1378","CHINA HONGQIAO GROUP LTD","Materials","Equity","503,668.86","0.04","503,668.86","394,000.00","1.28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1476","ECLAT TEXTILE LTD","Consumer Discretionary","Equity","503,446.96","0.04","503,446.96","31,506.00","15.98","Taiwan","Taiwan Stock Exchange","TWD"
"3888","KINGSOFT CORP LTD","Communication","Equity","499,897.73","0.04","499,897.73","165,000.00","3.03","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Industrials","Equity","499,037.96","0.04","499,037.96","105,498.00","4.73","Korea (South)","Korea Exchange (Stock Market)","KRW"
"DNP","DINO POLSKA SA","Consumer Staples","Equity","497,664.19","0.04","497,664.19","8,110.00","61.36","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"CPIN","CHAROEN POKPHAND INDONESIA","Consumer Staples","Equity","497,151.70","0.04","497,151.70","1,240,057.00","0.40","Indonesia","Indonesia Stock Exchange","IDR"
"HMPRO.R","HOME PRODUCT CENTER NON-VOTING DR","Consumer Discretionary","Equity","496,941.65","0.04","496,941.65","1,004,413.00","0.49","Thailand","Stock Exchange Of Thailand","THB"
"PIIND","P.I. INDUSTRIES LTD","Materials","Equity","496,513.70","0.04","496,513.70","14,884.00","33.36","India","National Stock Exchange Of India","INR"
"DQ","DAQO NEW ENERGY ADR REPRESENTING","Information Technology","Equity","496,161.82","0.04","496,161.82","10,393.00","47.74","China","New York Stock Exchange Inc.","USD"
"RNI","REINET INVESTMENTS S.C.A.","Financials","Equity","494,767.89","0.04","494,767.89","25,465.00","19.43","South Africa","Johannesburg Stock Exchange","ZAR"
"UNTR","UNITED TRACTORS","Energy","Equity","493,978.60","0.04","493,978.60","271,831.00","1.82","Indonesia","Indonesia Stock Exchange","IDR"
"JBSS3","JBS SA","Consumer Staples","Equity","492,115.04","0.04","492,115.04","70,351.00","7.00","Brazil","XBSP","BRL"
"TRENT","TRENT LTD","Consumer Discretionary","Equity","491,482.15","0.04","491,482.15","32,618.00","15.07","India","National Stock Exchange Of India","INR"
"MOL","MOL HUNGARIAN OIL AND GAS","Energy","Equity","491,377.72","0.04","491,377.72","66,416.00","7.40","Hungary","Budapest Stock Exchange","HUF"
"INTUCH.R","INTOUCH HOLDINGS NON-VOTING DR PCL","Communication","Equity","490,685.19","0.04","490,685.19","210,550.00","2.33","Thailand","Stock Exchange Of Thailand","THB"
"9945","RUENTEX DEVELOPMENT LTD","Real Estate","Equity","490,073.48","0.04","490,073.48","193,228.00","2.54","Taiwan","Taiwan Stock Exchange","TWD"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materials","Equity","488,970.56","0.04","488,970.56","91,907.00","5.32","South Africa","Johannesburg Stock Exchange","ZAR"
"RICHTER","GEDEON RICHTER","Health Care","Equity","488,435.52","0.04","488,435.52","23,748.00","20.57","Hungary","Budapest Stock Exchange","HUF"
"SRTRANSFIN","SHRIRAM TRANSPORT FINANCE COMPANY","Financials","Equity","488,247.22","0.04","488,247.22","34,512.00","14.15","India","National Stock Exchange Of India","INR"
"9910","FENG TAY ENTERPRISES LTD","Consumer Discretionary","Equity","487,738.19","0.04","487,738.19","71,828.00","6.79","Taiwan","Taiwan Stock Exchange","TWD"
"BRL","BRL CASH","Cash and/or Derivatives","Cash","484,235.59","0.04","484,235.59","2,445,704.00","19.80","Brazil","-","BRL"
"IHH","IHH HEALTHCARE","Health Care","Equity","481,988.66","0.04","481,988.66","314,400.00","1.53","Malaysia","Bursa Malaysia","MYR"
"JUBLFOOD","JUBILANT FOODWORKS LTD","Consumer Discretionary","Equity","481,180.28","0.04","481,180.28","13,326.00","36.11","India","National Stock Exchange Of India","INR"
"302440","SK BIOSCIENCE LTD","Health Care","Equity","480,561.77","0.04","480,561.77","3,935.00","122.12","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2353","ACER","Information Technology","Equity","478,844.20","0.04","478,844.20","475,473.00","1.01","Taiwan","Taiwan Stock Exchange","TWD"
"148","KINGBOARD HOLDINGS LTD","Information Technology","Equity","477,328.51","0.04","477,328.51","109,500.00","4.36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"011170","LOTTE CHEMICAL CORP","Materials","Equity","477,071.44","0.04","477,071.44","2,982.00","159.98","Korea (South)","Korea Exchange (Stock Market)","KRW"
"257","CHINA EVERBRIGHT ENVIRONMENT GROUP","Industrials","Equity","476,507.75","0.04","476,507.75","651,666.00","0.73","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","476,354.90","0.04","476,354.90","259,494.00","1.84","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"EQTL3","EQUATORIAL ENERGIA SA","Utilities","Equity","475,592.35","0.04","475,592.35","93,465.00","5.09","Brazil","XBSP","BRL"
"004020","HYUNDAI STEEL","Materials","Equity","474,026.95","0.04","474,026.95","15,064.00","31.47","Korea (South)","Korea Exchange (Stock Market)","KRW"
"QEWS","QATAR ELECTRICITY AND WATER","Utilities","Equity","473,265.70","0.04","473,265.70","87,577.00","5.40","Qatar","Qatar Exchange","QAR"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Materials","Equity","471,089.34","0.04","471,089.34","190,563.00","2.47","Mexico","Bolsa Mexicana De Valores","MXN"
"RADL3","RAIA DROGASIL SA","Consumer Staples","Equity","469,853.74","0.04","469,853.74","106,130.00","4.43","Brazil","XBSP","BRL"
"AXIATA","AXIATA GROUP","Communication","Equity","469,421.48","0.04","469,421.48","517,321.00","0.91","Malaysia","Bursa Malaysia","MYR"
"2801","CHANG HWA COMMERCIAL BANK LTD","Financials","Equity","468,346.04","0.04","468,346.04","752,246.00","0.62","Taiwan","Taiwan Stock Exchange","TWD"
"1339","THE PEOPLES INSURANCE CO (GROUP)","Financials","Equity","467,875.13","0.04","467,875.13","1,525,000.00","0.31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"OPAP","GREEK ORGANISATION OF FOOTBALL PRO","Consumer Discretionary","Equity","466,770.88","0.04","466,770.88","35,870.00","13.01","Greece","Athens Exchange S.A. Cash Market","EUR"
"VBBR3","VIBRA ENERGIA SA","Consumer Discretionary","Equity","466,360.27","0.04","466,360.27","106,532.00","4.38","Brazil","XBSP","BRL"
"ZLAB","ZAI LABORATORY ADR REPRESENTING LT","Health Care","Equity","464,411.00","0.04","464,411.00","13,082.00","35.50","China","NASDAQ","USD"
"AC*","ARCA CONTINENTAL","Consumer Staples","Equity","462,052.25","0.04","462,052.25","74,424.00","6.21","Mexico","Bolsa Mexicana De Valores","MXN"
"PEL","PIRAMAL ENTERPRISES LTD","Financials","Equity","459,450.04","0.04","459,450.04","17,585.00","26.13","India","National Stock Exchange Of India","INR"
"2350","SAUDI KAYAN PETROCHEMICAL","Materials","Equity","458,128.77","0.04","458,128.77","78,983.00","5.80","Saudi Arabia","Saudi Stock Exchange","SAR"
"PGN","POLSKIE GORNICTWO NAFTOWE I GAZOWN","Energy","Equity","457,965.18","0.04","457,965.18","296,406.00","1.55","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"3692","HANSOH PHARMACEUTICAL GROUP LTD","Health Care","Equity","457,627.90","0.04","457,627.90","226,000.00","2.02","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PPB","PPB GROUP","Consumer Staples","Equity","457,258.15","0.04","457,258.15","111,460.00","4.10","Malaysia","Bursa Malaysia","MYR"
"TEL","PLDT INC","Communication","Equity","456,186.66","0.04","456,186.66","12,895.00","35.38","Philippines","Philippine Stock Exchange Inc.","PHP"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Communication","Equity","455,758.90","0.04","455,758.90","115,382.00","3.95","China","New York Stock Exchange Inc.","USD"
"VIVT3","TELEFONICA BRASIL SA","Communication","Equity","454,646.91","0.04","454,646.91","46,672.00","9.74","Brazil","XBSP","BRL"
"2238","GUANGZHOU AUTOMOBILE GROUP LTD H","Consumer Discretionary","Equity","452,614.30","0.04","452,614.30","533,226.00","0.85","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"263750","PEARLABYSS CORP","Communication","Equity","451,947.08","0.04","451,947.08","5,312.00","85.08","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"1209","CHINA RESOURCES MIXC LIFESTYLE SER","Real Estate","Equity","451,358.88","0.04","451,358.88","97,000.00","4.65","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"003670","POSCO CHEMICAL LTD","Materials","Equity","450,800.73","0.04","450,800.73","5,324.00","84.67","Korea (South)","Korea Exchange (Stock Market)","KRW"
