Fund Holdings as of,"10/Mar/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"CG","CARLYLE GROUP INC","Financials","Equity","4,853,084.26","0.01","4,853,084.26","113,549.00","42.74","United States","NASDAQ","USD"
"3281","GLP J-REIT REIT","Real Estate","Equity","4,852,981.50","0.01","4,852,981.50","3,144.00","1,543.57","Japan","Tokyo Stock Exchange","JPY"
"NVAX","NOVAVAX INC","Health Care","Equity","4,847,326.33","0.01","4,847,326.33","62,329.00","77.77","United States","NASDAQ","USD"
"PST","POSTE ITALIANE","Financials","Equity","4,845,295.31","0.01","4,845,295.31","457,683.00","10.59","Italy","Borsa Italiana","EUR"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","4,843,835.64","0.01","4,843,835.64","310,340.00","15.61","Japan","Tokyo Stock Exchange","JPY"
"8952","JAPAN REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","4,844,237.49","0.01","4,844,237.49","927.00","5,225.71","Japan","Tokyo Stock Exchange","JPY"
"TWE","TREASURY WINE ESTATES LTD","Consumer Staples","Equity","4,826,619.28","0.01","4,826,619.28","565,863.00","8.53","Australia","Asx - All Markets","AUD"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","4,796,937.65","0.01","4,796,937.65","481,625.00","9.96","Japan","Tokyo Stock Exchange","JPY"
"ALO","ALSTOM SA","Industrials","Equity","4,791,042.35","0.01","4,791,042.35","224,133.00","21.38","France","Nyse Euronext - Euronext Paris","EUR"
"7181","JAPAN POST INSURANCE LTD","Financials","Equity","4,790,583.37","0.01","4,790,583.37","282,000.00","16.99","Japan","Tokyo Stock Exchange","JPY"
"SW","SODEXO SA","Consumer Discretionary","Equity","4,776,890.76","0.01","4,776,890.76","62,361.00","76.60","France","Nyse Euronext - Euronext Paris","EUR"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Real Estate","Equity","4,777,238.58","0.01","4,777,238.58","35,877.00","133.16","Canada","Toronto Stock Exchange","CAD"
"X","TMX GROUP LTD","Financials","Equity","4,761,724.10","0.01","4,761,724.10","45,090.00","105.60","Canada","Toronto Stock Exchange","CAD"
"TFII","TFI INTERNATIONAL INC","Industrials","Equity","4,760,009.64","0.01","4,760,009.64","50,148.00","94.92","Canada","Toronto Stock Exchange","CAD"
"7701","SHIMADZU CORP","Information Technology","Equity","4,742,350.75","0.01","4,742,350.75","139,051.00","34.11","Japan","Tokyo Stock Exchange","JPY"
"TEL2 B","TELE2 B","Communication","Equity","4,716,351.95","0.01","4,716,351.95","362,071.00","13.03","Sweden","Nasdaq Omx Nordic","SEK"
"MPL","MEDIBANK PRIVATE LTD","Financials","Equity","4,708,612.42","0.01","4,708,612.42","2,084,041.00","2.26","Australia","Asx - All Markets","AUD"
"BLND","BRITISH LAND REIT PLC","Real Estate","Equity","4,691,183.81","0.01","4,691,183.81","722,313.00","6.49","United Kingdom","London Stock Exchange","GBP"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrials","Equity","4,683,008.17","0.01","4,683,008.17","1,570,600.00","2.98","Singapore","Singapore Exchange","SGD"
"9503","KANSAI ELECTRIC POWER INC","Utilities","Equity","4,662,105.29","0.01","4,662,105.29","475,080.00","9.81","Japan","Tokyo Stock Exchange","JPY"
"6965","HAMAMATSU PHOTONICS","Information Technology","Equity","4,660,285.43","0.01","4,660,285.43","93,500.00","49.84","Japan","Tokyo Stock Exchange","JPY"
"NVCR","NOVOCURE LTD","Health Care","Equity","4,657,996.20","0.01","4,657,996.20","66,638.00","69.90","United States","NASDAQ","USD"
"6586","MAKITA CORP","Industrials","Equity","4,619,112.35","0.01","4,619,112.35","144,226.00","32.03","Japan","Tokyo Stock Exchange","JPY"
"QBR.B","QUEBECOR INC CLASS B","Communication","Equity","4,615,064.77","0.01","4,615,064.77","198,977.00","23.19","Canada","Toronto Stock Exchange","CAD"
"U","UNITY SOFTWARE INC","Information Technology","Equity","4,567,942.72","0.01","4,567,942.72","54,956.00","83.12","United States","New York Stock Exchange Inc.","USD"
"6724","SEIKO EPSON CORP","Information Technology","Equity","4,568,173.16","0.01","4,568,173.16","311,800.00","14.65","Japan","Tokyo Stock Exchange","JPY"
"4204","SEKISUI CHEMICAL LTD","Consumer Discretionary","Equity","4,565,009.65","0.01","4,565,009.65","305,824.00","14.93","Japan","Tokyo Stock Exchange","JPY"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","4,563,701.23","0.01","4,563,701.23","140,112.00","32.57","United Kingdom","London Stock Exchange","GBP"
"CPR","DAVIDE CAMPARI MILANO NV","Consumer Staples","Equity","4,539,851.29","0.01","4,539,851.29","445,043.00","10.20","Italy","Borsa Italiana","EUR"
"KGX","KION GROUP AG","Industrials","Equity","4,536,410.77","0.01","4,536,410.77","59,324.00","76.47","Germany","Xetra","EUR"
"4751","CYBER AGENT INC","Communication","Equity","4,531,160.26","0.01","4,531,160.26","364,900.00","12.42","Japan","Tokyo Stock Exchange","JPY"
"ORK","ORKLA","Consumer Staples","Equity","4,518,446.95","0.01","4,518,446.95","528,151.00","8.56","Norway","Oslo Bors Asa","NOK"
"SOF","SOFINA SA","Financials","Equity","4,517,847.24","0.01","4,517,847.24","11,989.00","376.83","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"1928","SANDS CHINA LTD","Consumer Discretionary","Equity","4,511,037.46","0.01","4,511,037.46","1,869,070.00","2.41","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"3462","NOMURA REAL ESTATE MASTER FUND REI","Real Estate","Equity","4,507,722.16","0.01","4,507,722.16","3,390.00","1,329.71","Japan","Tokyo Stock Exchange","JPY"
"2002","NISSHIN SEIFUN GROUP INC","Consumer Staples","Equity","4,501,082.22","0.01","4,501,082.22","323,000.00","13.94","Japan","Tokyo Stock Exchange","JPY"
"WRT1V","WARTSILA","Industrials","Equity","4,470,008.59","0.01","4,470,008.59","421,707.00","10.60","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"BALD B","FASTIGHETS BALDER B","Real Estate","Equity","4,463,408.26","0.01","4,463,408.26","74,699.00","59.75","Sweden","Nasdaq Omx Nordic","SEK"
"MIN","MINERAL RESOURCES LTD","Materials","Equity","4,457,014.65","0.01","4,457,014.65","134,015.00","33.26","Australia","Asx - All Markets","AUD"
"KBX","KNORR BREMSE AG","Industrials","Equity","4,455,751.47","0.01","4,455,751.47","57,638.00","77.31","Germany","Xetra","EUR"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Communication","Equity","4,444,641.27","0.01","4,444,641.27","183,587.00","24.21","United States","NASDAQ","USD"
"ABDN","ABRDN PLC","Financials","Equity","4,433,422.79","0.01","4,433,422.79","1,783,912.00","2.49","United Kingdom","London Stock Exchange","GBP"
"4042","TOSOH CORP","Materials","Equity","4,408,987.19","0.01","4,408,987.19","299,700.00","14.71","Japan","Tokyo Stock Exchange","JPY"
"1803","SHIMIZU CORP","Industrials","Equity","4,400,852.53","0.01","4,400,852.53","670,624.00","6.56","Japan","Tokyo Stock Exchange","JPY"
"6146","DISCO CORP","Information Technology","Equity","4,394,601.82","0.01","4,394,601.82","16,600.00","264.74","Japan","Tokyo Stock Exchange","JPY"
"6383","DAIFUKU LTD","Industrials","Equity","4,381,080.50","0.01","4,381,080.50","62,800.00","69.76","Japan","Tokyo Stock Exchange","JPY"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","4,362,576.89","0.01","4,362,576.89","192,949.00","22.61","United States","NASDAQ","USD"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Consumer Discretionary","Equity","4,358,090.80","0.01","4,358,090.80","103,140.00","42.25","Japan","Tokyo Stock Exchange","JPY"
"EDF","ELECTRICITE DE FRANCE SA","Utilities","Equity","4,357,719.50","0.01","4,357,719.50","477,531.00","9.13","France","Nyse Euronext - Euronext Paris","EUR"
"IVN","IVANHOE MINES LTD CLASS A","Materials","Equity","4,346,462.85","0.01","4,346,462.85","484,843.00","8.96","Canada","Toronto Stock Exchange","CAD"
"TEMN","TEMENOS AG","Information Technology","Equity","4,336,448.20","0.01","4,336,448.20","47,517.00","91.26","Switzerland","SIX Swiss Exchange","CHF"
"CCH","COCA COLA HBC AG","Consumer Staples","Equity","4,311,043.68","0.01","4,311,043.68","209,890.00","20.54","United Kingdom","London Stock Exchange","GBP"
"TKWY","JUST EAT TAKEAWAY.COM NV","Consumer Discretionary","Equity","4,308,192.60","0.01","4,308,192.60","142,908.00","30.15","Netherlands","Euronext Amsterdam","EUR"
"SPK","SPARK NEW ZEALAND LTD","Communication","Equity","4,300,864.47","0.01","4,300,864.47","1,335,025.00","3.22","New Zealand","New Zealand Exchange Ltd","NZD"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","4,287,844.60","0.01","4,287,844.60","5,481,366.00","78.23","Canada","-","CAD"
"4768","OTSUKA CORP","Information Technology","Equity","4,283,762.77","0.01","4,283,762.77","118,986.00","36.00","Japan","Tokyo Stock Exchange","JPY"
"GRF","GRIFOLS SA CLASS A","Health Care","Equity","4,287,052.52","0.01","4,287,052.52","240,394.00","17.83","Spain","Bolsa De Madrid","EUR"
"5333","NGK INSULATORS LTD","Industrials","Equity","4,280,325.96","0.01","4,280,325.96","306,400.00","13.97","Japan","Tokyo Stock Exchange","JPY"
"UTDI","UNITED INTERNET AG","Communication","Equity","4,277,971.85","0.01","4,277,971.85","136,709.00","31.29","Germany","Xetra","EUR"
"FOX","FOX CORP CLASS B","Communication","Equity","4,274,217.50","0.01","4,274,217.50","116,750.00","36.61","United States","NASDAQ","USD"
"EVN","EVOLUTION MINING LTD","Materials","Equity","4,271,551.56","0.01","4,271,551.56","1,310,188.00","3.26","Australia","Asx - All Markets","AUD"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","4,259,100.59","0.01","4,259,100.59","499,400.00","8.53","Japan","Tokyo Stock Exchange","JPY"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Financials","Equity","4,256,726.93","0.01","4,256,726.93","475,536.00","8.95","Italy","Borsa Italiana","EUR"
"1821","ESR CAYMAN LTD","Real Estate","Equity","4,241,055.12","0.01","4,241,055.12","1,423,866.00","2.98","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"LI","KLEPIERRE REIT SA","Real Estate","Equity","4,239,978.04","0.01","4,239,978.04","173,024.00","24.51","France","Nyse Euronext - Euronext Paris","EUR"
"6823","HKT TRUST AND HKT UNITS LTD","Communication","Equity","4,241,714.95","0.01","4,241,714.95","3,136,223.00","1.35","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ORI","ORICA LTD","Materials","Equity","4,236,647.43","0.01","4,236,647.43","406,547.00","10.42","Australia","Asx - All Markets","AUD"
"SBRY","SAINSBURY(J) PLC","Consumer Staples","Equity","4,185,301.10","0.01","4,185,301.10","1,264,558.00","3.31","United Kingdom","London Stock Exchange","GBP"
"UHAL","AMERCO","Industrials","Equity","4,169,904.84","0.01","4,169,904.84","7,116.00","585.99","United States","NASDAQ","USD"
"SAP","SAPUTO INC","Consumer Staples","Equity","4,168,772.50","0.01","4,168,772.50","168,006.00","24.81","Canada","Toronto Stock Exchange","CAD"
"288","WH GROUP LTD","Consumer Staples","Equity","4,166,938.10","0.01","4,166,938.10","6,244,500.00","0.67","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"AKRBP","AKER BP","Energy","Equity","4,149,024.53","0.01","4,149,024.53","121,401.00","34.18","Norway","Oslo Bors Asa","NOK"
"1812","KAJIMA CORP","Industrials","Equity","4,137,949.45","0.01","4,137,949.45","314,867.00","13.14","Japan","Tokyo Stock Exchange","JPY"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","4,134,492.49","0.01","4,134,492.49","174,616.00","23.68","Norway","Oslo Bors Asa","NOK"
"EMP.A","EMPIRE LTD CLASS A","Consumer Staples","Equity","4,120,867.70","0.01","4,120,867.70","118,834.00","34.68","Canada","Toronto Stock Exchange","CAD"
"AC","ACCOR SA","Consumer Discretionary","Equity","4,111,138.62","0.01","4,111,138.62","139,273.00","29.52","France","Nyse Euronext - Euronext Paris","EUR"
"2433","HAKUHODO DY HOLDINGS INC","Communication","Equity","4,100,564.83","0.01","4,100,564.83","325,700.00","12.59","Japan","Tokyo Stock Exchange","JPY"
"KINV B","KINNEVIK CLASS B","Financials","Equity","4,082,828.80","0.01","4,082,828.80","168,768.00","24.19","Sweden","Nasdaq Omx Nordic","SEK"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Consumer Discretionary","Equity","4,072,605.65","0.01","4,072,605.65","82,481.00","49.38","United Kingdom","London Stock Exchange","GBP"
"DAL","DELTA AIR LINES INC","Industrials","Equity","4,066,959.75","0.01","4,066,959.75","124,945.00","32.55","United States","New York Stock Exchange Inc.","USD"
"ONEX","ONEX CORP","Financials","Equity","4,053,800.78","0.01","4,053,800.78","60,731.00","66.75","Canada","Toronto Stock Exchange","CAD"
"SINCH","SINCH","Information Technology","Equity","4,051,044.68","0.01","4,051,044.68","536,391.00","7.55","Sweden","Nasdaq Omx Nordic","SEK"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","4,050,545.20","0.01","4,050,545.20","778,951.00","5.20","Hong Kong","Singapore Exchange","USD"
"RNO","RENAULT SA","Consumer Discretionary","Equity","4,038,752.81","0.01","4,038,752.81","161,295.00","25.04","France","Nyse Euronext - Euronext Paris","EUR"
"ALD","AMPOL LTD","Energy","Equity","4,032,928.58","0.01","4,032,928.58","196,412.00","20.53","Australia","Asx - All Markets","AUD"
"GFC","GECINA SA","Real Estate","Equity","4,006,760.95","0.01","4,006,760.95","34,241.00","117.02","France","Nyse Euronext - Euronext Paris","EUR"
"2267","YAKULT HONSHA LTD","Consumer Staples","Equity","4,001,931.62","0.01","4,001,931.62","72,400.00","55.28","Japan","Tokyo Stock Exchange","JPY"
"8954","ORIX JREIT REIT INC","Real Estate","Equity","3,970,308.28","0.01","3,970,308.28","2,804.00","1,415.94","Japan","Tokyo Stock Exchange","JPY"
"AM","DASSAULT AVIATION SA","Industrials","Equity","3,951,718.91","0.01","3,951,718.91","27,588.00","143.24","France","Nyse Euronext - Euronext Paris","EUR"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Equity","3,948,238.15","0.01","3,948,238.15","108,633.00","36.34","Israel","Tel Aviv Stock Exchange","ILS"
"ELUX B","ELECTROLUX CLASS B","Consumer Discretionary","Equity","3,915,769.08","0.01","3,915,769.08","246,650.00","15.88","Sweden","Nasdaq Omx Nordic","SEK"
"CLVT","CLARIVATE PLC","Industrials","Equity","3,911,623.25","0.01","3,911,623.25","267,005.00","14.65","United States","New York Stock Exchange Inc.","USD"
"ICL","ICL GROUP LTD","Materials","Equity","3,913,630.42","0.01","3,913,630.42","353,193.00","11.08","Israel","Tel Aviv Stock Exchange","ILS"
"7752","RICOH LTD","Information Technology","Equity","3,860,949.42","0.01","3,860,949.42","471,300.00","8.19","Japan","Tokyo Stock Exchange","JPY"
"AZJ","AURIZON HOLDINGS LTD","Industrials","Equity","3,860,865.73","0.01","3,860,865.73","1,473,623.00","2.62","Australia","Asx - All Markets","AUD"
"IAG","IA FINANCIAL INC","Financials","Equity","3,846,130.40","0.01","3,846,130.40","66,803.00","57.57","Canada","Toronto Stock Exchange","CAD"
"7951","YAMAHA CORP","Consumer Discretionary","Equity","3,840,598.46","0.01","3,840,598.46","87,500.00","43.89","Japan","Tokyo Stock Exchange","JPY"
"AMP","AMPLIFON","Health Care","Equity","3,817,978.65","0.01","3,817,978.65","98,776.00","38.65","Italy","Borsa Italiana","EUR"
"8473","SBI HOLDINGS INC","Financials","Equity","3,800,663.99","0.01","3,800,663.99","148,900.00","25.52","Japan","Tokyo Stock Exchange","JPY"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Health Care","Equity","3,785,822.55","0.01","3,785,822.55","79,867.00","47.40","Italy","Borsa Italiana","EUR"
"ABN","ABN AMRO BANK NV","Financials","Equity","3,764,727.82","0.01","3,764,727.82","312,945.00","12.03","Netherlands","Euronext Amsterdam","EUR"
"GN","GN STORE NORD","Health Care","Equity","3,744,398.92","0.01","3,744,398.92","85,563.00","43.76","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"COV","COVIVIO SA","Real Estate","Equity","3,742,271.99","0.01","3,742,271.99","50,391.00","74.27","France","Nyse Euronext - Euronext Paris","EUR"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrials","Equity","3,740,086.42","0.01","3,740,086.42","972,000.00","3.85","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ESLT","ELBIT SYSTEMS LTD","Industrials","Equity","3,737,024.87","0.01","3,737,024.87","18,247.00","204.80","Israel","Tel Aviv Stock Exchange","ILS"
"5332","TOTO LTD","Industrials","Equity","3,731,428.02","0.01","3,731,428.02","93,057.00","40.10","Japan","Tokyo Stock Exchange","JPY"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Industrials","Equity","3,720,533.90","0.01","3,720,533.90","183,612.00","20.26","Spain","Bolsa De Madrid","EUR"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","3,643,424.70","0.01","3,643,424.70","54,258.00","67.15","United States","NASDAQ","USD"
"3436","SUMCO CORP","Information Technology","Equity","3,603,763.20","0.01","3,603,763.20","233,600.00","15.43","Japan","Tokyo Stock Exchange","JPY"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Equity","3,582,275.45","0.01","3,582,275.45","438,968.00","8.16","United Kingdom","London Stock Exchange","GBP"
"V03","VENTURE CORPORATION LTD","Information Technology","Equity","3,576,779.80","0.01","3,576,779.80","288,500.00","12.40","Singapore","Singapore Exchange","SGD"
"4536","SANTEN PHARMACEUTICAL LTD","Health Care","Equity","3,562,887.01","0.01","3,562,887.01","325,844.00","10.93","Japan","Tokyo Stock Exchange","JPY"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","3,550,762.12","0.01","3,550,762.12","128,405.00","27.65","Canada","Toronto Stock Exchange","CAD"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","3,542,267.81","0.01","3,542,267.81","123,285.00","28.73","Canada","Toronto Stock Exchange","CAD"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","3,541,948.00","0.01","3,541,948.00","120,100.00","29.49","Japan","Tokyo Stock Exchange","JPY"
"4912","LION CORP","Consumer Staples","Equity","3,493,211.74","0.01","3,493,211.74","281,900.00","12.39","Japan","Tokyo Stock Exchange","JPY"
"REA","REA GROUP LTD","Communication","Equity","3,478,501.85","0.01","3,478,501.85","35,278.00","98.60","Australia","Asx - All Markets","AUD"
"SDR","SCHRODERS PLC","Financials","Equity","3,470,995.19","0.01","3,470,995.19","88,631.00","39.16","United Kingdom","London Stock Exchange","GBP"
"ELI","ELIA GROUP SA","Utilities","Equity","3,449,229.70","0.01","3,449,229.70","24,043.00","143.46","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"VCX","VICINITY CENTRES","Real Estate","Equity","3,441,866.42","0.01","3,441,866.42","2,627,397.00","1.31","Australia","Asx - All Markets","AUD"
"LATO B","LATOUR INVESTMENT CLASS B","Industrials","Equity","3,391,443.02","0.01","3,391,443.02","122,390.00","27.71","Sweden","Nasdaq Omx Nordic","SEK"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","3,385,793.28","0.01","3,385,793.28","359,808.00","9.41","United States","NASDAQ","USD"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","3,388,310.56","0.01","3,388,310.56","79,041.00","42.87","Canada","Toronto Stock Exchange","CAD"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","3,370,154.27","0.01","3,370,154.27","1,024,363.00","3.29","Singapore","NASDAQ","USD"
"4185","JSR CORP","Materials","Equity","3,326,244.99","0.01","3,326,244.99","114,800.00","28.97","Japan","Tokyo Stock Exchange","JPY"
"CU","CANADIAN UTILITIES LTD CLASS A","Utilities","Equity","3,318,839.44","0.01","3,318,839.44","116,556.00","28.47","Canada","Toronto Stock Exchange","CAD"
"DEMANT","DEMANT","Health Care","Equity","3,307,323.83","0.01","3,307,323.83","86,762.00","38.12","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"BC8","BECHTLE AG","Information Technology","Equity","3,308,218.50","0.01","3,308,218.50","69,276.00","47.75","Germany","Xetra","EUR"
"5019","IDEMITSU KOSAN LTD","Energy","Equity","3,303,670.68","0.01","3,303,670.68","112,514.00","29.36","Japan","Tokyo Stock Exchange","JPY"
"ORNBV","ORION CLASS B","Health Care","Equity","3,299,788.54","0.01","3,299,788.54","76,106.00","43.36","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrials","Equity","3,292,146.43","0.01","3,292,146.43","670,316.00","4.91","New Zealand","New Zealand Exchange Ltd","NZD"
"REH","REECE LTD","Industrials","Equity","3,257,130.72","0.01","3,257,130.72","232,567.00","14.01","Australia","Asx - All Markets","AUD"
"WIX","WIX.COM LTD","Information Technology","Equity","3,258,948.24","0.01","3,258,948.24","41,112.00","79.27","Israel","NASDAQ","USD"
"SIRI","SIRIUS XM HOLDINGS INC","Communication","Equity","3,246,827.56","0.01","3,246,827.56","521,998.00","6.22","United States","NASDAQ","USD"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Real Estate","Equity","3,237,435.66","0.01","3,237,435.66","835,814.00","3.87","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Utilities","Equity","3,232,414.95","0.01","3,232,414.95","1,135,900.00","2.85","Japan","Tokyo Stock Exchange","JPY"
"BOL","BOLLORE","Communication","Equity","3,228,867.77","0.01","3,228,867.77","674,587.00","4.79","France","Nyse Euronext - Euronext Paris","EUR"
"7259","AISIN CORP","Consumer Discretionary","Equity","3,214,267.24","0.01","3,214,267.24","99,398.00","32.34","Japan","Tokyo Stock Exchange","JPY"
"HL.","HARGREAVES LANSDOWN PLC","Financials","Equity","3,202,563.50","0.01","3,202,563.50","233,995.00","13.69","United Kingdom","London Stock Exchange","GBP"
"SCHN","SCHINDLER HOLDING AG","Industrials","Equity","3,195,439.11","0.01","3,195,439.11","14,900.00","214.46","Switzerland","SIX Swiss Exchange","CHF"
"IEL","IDP EDUCATION PTY LTDINARY","Consumer Discretionary","Equity","3,195,430.68","0.01","3,195,430.68","145,409.00","21.98","Australia","Asx - All Markets","AUD"
"LIFCO B","LIFCO CLASS B","Industrials","Equity","3,193,631.85","0.01","3,193,631.85","140,980.00","22.65","Sweden","Nasdaq Omx Nordic","SEK"
"9766","KONAMI HOLDINGS CORP","Communication","Equity","3,185,620.75","0.01","3,185,620.75","53,773.00","59.24","Japan","Tokyo Stock Exchange","JPY"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Communication","Equity","3,180,043.49","0.01","3,180,043.49","70,894.00","44.86","France","Nyse Euronext - Euronext Paris","EUR"
"2127","NIHON M&A CENTER HOLDINGS INC","Industrials","Equity","3,154,026.65","0.01","3,154,026.65","247,300.00","12.75","Japan","Tokyo Stock Exchange","JPY"
"BCE","BCE INC","Communication","Equity","3,144,381.49","0.01","3,144,381.49","57,953.00","54.26","Canada","Toronto Stock Exchange","CAD"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","3,145,162.50","0.01","3,145,162.50","27,957.00","112.50","United States","NASDAQ","USD"
"BANB","BACHEM HOLDING AG","Health Care","Equity","3,131,215.70","0.01","3,131,215.70","5,521.00","567.15","Switzerland","SIX Swiss Exchange","CHF"
"JMAT","JOHNSON MATTHEY PLC","Materials","Equity","3,125,325.78","0.01","3,125,325.78","126,223.00","24.76","United Kingdom","London Stock Exchange","GBP"
"7261","MAZDA MOTOR CORP","Consumer Discretionary","Equity","3,108,027.42","0.01","3,108,027.42","469,300.00","6.62","Japan","Tokyo Stock Exchange","JPY"
"BIM","BIOMERIEUX SA","Health Care","Equity","3,099,946.77","0.01","3,099,946.77","31,053.00","99.83","France","Nyse Euronext - Euronext Paris","EUR"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Consumer Discretionary","Equity","3,095,753.33","0.01","3,095,753.33","1,582,800.00","1.96","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CLN","CLARIANT AG","Materials","Equity","3,075,525.32","0.01","3,075,525.32","187,843.00","16.37","Switzerland","SIX Swiss Exchange","CHF"
"6806","HIROSE ELECTRIC LTD","Information Technology","Equity","3,066,382.10","0.01","3,066,382.10","20,650.00","148.49","Japan","Tokyo Stock Exchange","JPY"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","3,063,591.83","0.01","3,063,591.83","65,828.00","46.54","Sweden","Nasdaq Omx Nordic","SEK"
"RCO","REMY COINTREAU SA","Consumer Staples","Equity","3,045,733.77","0.01","3,045,733.77","16,260.00","187.32","France","Nyse Euronext - Euronext Paris","EUR"
"NEM","NEMETSCHEK","Information Technology","Equity","3,047,660.05","0.01","3,047,660.05","38,067.00","80.06","Germany","Xetra","EUR"
"M44U","MAPLETREE LOGISTICS TRUST UNITS","Real Estate","Equity","3,026,467.11","0.01","3,026,467.11","2,271,188.00","1.33","Singapore","Singapore Exchange","SGD"
"IPN","IPSEN SA","Health Care","Equity","3,029,602.25","0.01","3,029,602.25","27,695.00","109.39","France","Nyse Euronext - Euronext Paris","EUR"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","3,020,120.71","0.01","3,020,120.71","865,500.00","3.49","New Zealand","New Zealand Exchange Ltd","NZD"
"FDJ","LA FRANCAISE DES JEUX SA","Consumer Discretionary","Equity","3,005,051.47","0.01","3,005,051.47","79,443.00","37.83","France","Nyse Euronext - Euronext Paris","EUR"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financials","Equity","3,003,647.65","0.01","3,003,647.65","784,500.00","3.83","Japan","Tokyo Stock Exchange","JPY"
"INDU A","INDUSTRIVARDEN A","Financials","Equity","2,996,794.29","0.01","2,996,794.29","114,666.00","26.13","Sweden","Nasdaq Omx Nordic","SEK"
"1801","TAISEI CORP","Industrials","Equity","2,973,006.34","0.01","2,973,006.34","94,198.00","31.56","Japan","Tokyo Stock Exchange","JPY"
"KEY","KEYERA CORP","Energy","Equity","2,961,452.93","0.01","2,961,452.93","125,815.00","23.54","Canada","Toronto Stock Exchange","CAD"
"3003","HULIC LTD","Real Estate","Equity","2,957,952.52","0.01","2,957,952.52","327,934.00","9.02","Japan","Tokyo Stock Exchange","JPY"
"C6L","SINGAPORE AIRLINES LTD","Industrials","Equity","2,952,035.71","0.01","2,952,035.71","798,755.00","3.70","Singapore","Singapore Exchange","SGD"
"DMP","DOMINOS PIZZA ENTERPRISES LTD","Consumer Discretionary","Equity","2,952,737.74","0.01","2,952,737.74","48,450.00","60.94","Australia","Asx - All Markets","AUD"
"RUN","SUNRUN INC","Industrials","Equity","2,948,343.50","0.01","2,948,343.50","96,667.00","30.50","United States","NASDAQ","USD"
"DISCA","DISCOVERY INC SERIES A","Communication","Equity","2,944,366.92","0.01","2,944,366.92","117,399.00","25.08","United States","NASDAQ","USD"
"7453","RYOHIN KEIKAKU LTD","Consumer Discretionary","Equity","2,939,899.97","0.01","2,939,899.97","217,150.00","13.54","Japan","Tokyo Stock Exchange","JPY"
"2897","NISSIN FOODS HOLDINGS LTD","Consumer Staples","Equity","2,932,738.33","0.01","2,932,738.33","39,500.00","74.25","Japan","Tokyo Stock Exchange","JPY"
